SimpleMLP(
  (features): Sequential(
    (0): Linear(in_features=91, out_features=1000, bias=True)
    (1): ReLU(inplace=True)

0it [00:00, ?it/s]
> Eval on experience 35 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp035 = 24.4122
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp035 = 0.0000
-- Starting eval on experience 36 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 36 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp036 = 23.0356
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp036 = 0.0000
-- Starting eval on experience 37 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 37 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp037 = 23.6428
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp037 = 0.0000
-- Starting eval on experience 38 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 38 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp038 = 23.6745
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp038 = 0.0000
-- Starting eval on experience 39 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 39 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp039 = 21.4604
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp039 = 0.0000
-- Starting eval on experience 40 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 40 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp040 = 23.9867
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp040 = 0.0000
-- Starting eval on experience 41 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 41 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp041 = 24.8947
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp041 = 0.0000
-- Starting eval on experience 42 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 42 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp042 = 22.7970
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp042 = 0.0000
-- Starting eval on experience 43 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 43 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp043 = 21.6289
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp043 = 0.0000
-- >> End of eval phase << --
	Loss_Stream/eval_phase/test_stream/Task000 = 21.4616
	StreamForgetting/eval_phase/test_stream = 0.7492
	Top1_Acc_Stream/eval_phase/test_stream/Task000 = 0.0352
SimpleMLP(
  (features): Sequential(
    (0): Linear(in_features=91, out_features=1000, bias=True)
    (1): ReLU(inplace=True)
    (2): Dropout(p=0.5, inplace=False)
  )
  (classifier): Linear(in_features=1000, out_features=894, bias=True)
)
-- >> Start of training phase << --

0it [00:00, ?it/s]
Epoch 0 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 22.5572
	Loss_MB/train_phase/train_stream/Task000 = 26.2793
	Time_Epoch/train_phase/train_stream/Task000 = 0.0745
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 1 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 19.9195
	Loss_MB/train_phase/train_stream/Task000 = 20.1948
	Time_Epoch/train_phase/train_stream/Task000 = 0.0703
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 2 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 17.8394
	Loss_MB/train_phase/train_stream/Task000 = 13.4983
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 3 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 15.9017
	Loss_MB/train_phase/train_stream/Task000 = 15.8666
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 4 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 14.0257
	Loss_MB/train_phase/train_stream/Task000 = 13.1625
	Time_Epoch/train_phase/train_stream/Task000 = 0.0675
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 5 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 12.5197
	Loss_MB/train_phase/train_stream/Task000 = 11.4011
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 6 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 10.9935
	Loss_MB/train_phase/train_stream/Task000 = 9.8576
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 7 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 9.6154
	Loss_MB/train_phase/train_stream/Task000 = 12.4654
	Time_Epoch/train_phase/train_stream/Task000 = 0.0676
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 8 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 8.4417
	Loss_MB/train_phase/train_stream/Task000 = 5.8107
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 9 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 7.2368
	Loss_MB/train_phase/train_stream/Task000 = 4.4535
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 10 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 6.1119
	Loss_MB/train_phase/train_stream/Task000 = 9.4433
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0152
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 11 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.1356
	Loss_MB/train_phase/train_stream/Task000 = 3.5597
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0649
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 12 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.2639
	Loss_MB/train_phase/train_stream/Task000 = 3.1524
	Time_Epoch/train_phase/train_stream/Task000 = 0.0676
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.1147
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 13 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 3.4431
	Loss_MB/train_phase/train_stream/Task000 = 1.7049
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.2056
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 14 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 2.7575
	Loss_MB/train_phase/train_stream/Task000 = 2.8517
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.3745
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 15 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 2.2252
	Loss_MB/train_phase/train_stream/Task000 = 1.1256
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.5216
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 16 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.8606
	Loss_MB/train_phase/train_stream/Task000 = 1.4919
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.5649
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 17 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.5257
	Loss_MB/train_phase/train_stream/Task000 = 1.6199
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.6429
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 18 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.2460
	Loss_MB/train_phase/train_stream/Task000 = 0.3093
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.6775
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 19 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.0657
	Loss_MB/train_phase/train_stream/Task000 = 0.5025
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.6861
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 20 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.9045
	Loss_MB/train_phase/train_stream/Task000 = 0.3749
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.7576
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 21 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.7818
	Loss_MB/train_phase/train_stream/Task000 = 0.1497
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.7835
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 22 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.6867
	Loss_MB/train_phase/train_stream/Task000 = 1.9124
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.8095
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 23 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.5999
	Loss_MB/train_phase/train_stream/Task000 = 1.2423
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.8355
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 24 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.5166
	Loss_MB/train_phase/train_stream/Task000 = 0.7394
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.8896
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 25 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.4694
	Loss_MB/train_phase/train_stream/Task000 = 0.4477
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9048
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 26 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.4157
	Loss_MB/train_phase/train_stream/Task000 = 0.0848
	Time_Epoch/train_phase/train_stream/Task000 = 0.0675
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9156
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 27 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3832
	Loss_MB/train_phase/train_stream/Task000 = 0.2013
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9351
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 28 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3535
	Loss_MB/train_phase/train_stream/Task000 = 0.0564
	Time_Epoch/train_phase/train_stream/Task000 = 0.0674
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9264
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 29 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3236
	Loss_MB/train_phase/train_stream/Task000 = 0.1588
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9351
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 30 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3156
	Loss_MB/train_phase/train_stream/Task000 = 0.2311
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9329
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 31 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.2820
	Loss_MB/train_phase/train_stream/Task000 = 0.1353
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9437
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 32 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.2806
	Loss_MB/train_phase/train_stream/Task000 = 0.0493
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9329
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 33 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.2526
	Loss_MB/train_phase/train_stream/Task000 = 0.2342
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9524
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 34 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.2461
	Loss_MB/train_phase/train_stream/Task000 = 0.3085
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9459
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 35 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.2337
	Loss_MB/train_phase/train_stream/Task000 = 0.1019
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9567
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 36 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.2253
	Loss_MB/train_phase/train_stream/Task000 = 0.0568
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9545
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 37 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.2132
	Loss_MB/train_phase/train_stream/Task000 = 0.0483
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9610
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 38 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.2013
	Loss_MB/train_phase/train_stream/Task000 = 0.3351
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9567
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 39 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1907
	Loss_MB/train_phase/train_stream/Task000 = 0.7111
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9632
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 40 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1845
	Loss_MB/train_phase/train_stream/Task000 = 0.8543
	Time_Epoch/train_phase/train_stream/Task000 = 0.0674
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9524
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 41 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1710
	Loss_MB/train_phase/train_stream/Task000 = 0.0700
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9654
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 42 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1671
	Loss_MB/train_phase/train_stream/Task000 = 0.2185
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9719
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 43 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1659
	Loss_MB/train_phase/train_stream/Task000 = 0.0333
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9654
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 44 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1657
	Loss_MB/train_phase/train_stream/Task000 = 0.0893
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9632
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 45 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1468
	Loss_MB/train_phase/train_stream/Task000 = 2.1492
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9805
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 46 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1407
	Loss_MB/train_phase/train_stream/Task000 = 0.1410
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9784
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 47 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1426
	Loss_MB/train_phase/train_stream/Task000 = 0.1163
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9719
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 48 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1347
	Loss_MB/train_phase/train_stream/Task000 = 0.0166
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9762
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 49 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1347
	Loss_MB/train_phase/train_stream/Task000 = 0.4571
	Time_Epoch/train_phase/train_stream/Task000 = 0.0682
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9740
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 50 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1234
	Loss_MB/train_phase/train_stream/Task000 = 0.0103
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9805
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 51 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1233
	Loss_MB/train_phase/train_stream/Task000 = 0.0371
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9805
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 52 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1140
	Loss_MB/train_phase/train_stream/Task000 = 0.1270
	Time_Epoch/train_phase/train_stream/Task000 = 0.0700
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9805
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 53 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1116
	Loss_MB/train_phase/train_stream/Task000 = 1.2557
	Time_Epoch/train_phase/train_stream/Task000 = 0.0742
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9805
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 54 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1132
	Loss_MB/train_phase/train_stream/Task000 = 0.1918
	Time_Epoch/train_phase/train_stream/Task000 = 0.0687
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9805
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 55 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1016
	Loss_MB/train_phase/train_stream/Task000 = 0.3763
	Time_Epoch/train_phase/train_stream/Task000 = 0.0681
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9870
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 56 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1049
	Loss_MB/train_phase/train_stream/Task000 = 0.1197
	Time_Epoch/train_phase/train_stream/Task000 = 0.0676
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9870
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 57 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1000
	Loss_MB/train_phase/train_stream/Task000 = 0.0085
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 58 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0987
	Loss_MB/train_phase/train_stream/Task000 = 0.0868
	Time_Epoch/train_phase/train_stream/Task000 = 0.0684
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9848
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 59 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0982
	Loss_MB/train_phase/train_stream/Task000 = 0.0411
	Time_Epoch/train_phase/train_stream/Task000 = 0.0680
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9805
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 60 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0912
	Loss_MB/train_phase/train_stream/Task000 = 0.0156
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9892
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 61 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0904
	Loss_MB/train_phase/train_stream/Task000 = 0.0285
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9913
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 62 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0916
	Loss_MB/train_phase/train_stream/Task000 = 0.0086
	Time_Epoch/train_phase/train_stream/Task000 = 0.0678
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9827
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 63 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0848
	Loss_MB/train_phase/train_stream/Task000 = 0.0298
	Time_Epoch/train_phase/train_stream/Task000 = 0.0677
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9892
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 64 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0892
	Loss_MB/train_phase/train_stream/Task000 = 0.1724
	Time_Epoch/train_phase/train_stream/Task000 = 0.0675
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9870
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 65 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0814
	Loss_MB/train_phase/train_stream/Task000 = 0.0043
	Time_Epoch/train_phase/train_stream/Task000 = 0.0679
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9848
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 66 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0792
	Loss_MB/train_phase/train_stream/Task000 = 0.0117
	Time_Epoch/train_phase/train_stream/Task000 = 0.0675
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9892
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 67 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0761
	Loss_MB/train_phase/train_stream/Task000 = 0.0132
	Time_Epoch/train_phase/train_stream/Task000 = 0.0674
